Year,hts8,brief_description,mfn_text_rate,mfn_ad_val_rate,Matched Expenditure category
2023,87033201,motor vehicles to transport persons wdiesel engines of a cylinder capacity  1 500cc but  2 500cc,2.5%,0.02,Motor fuel
2023,62031220,mens or boys suits of synthetic fibers under 36% by weight of wool not knitted or crocheted,27.3%,0.27,mens suits sport coats and outerwear
2023,70134920,glassware for table or kitchen purposes othan drinking glasses nesoi valued nover 3 each,22.5%,0.22,dishes and flatware56
2023,84842000,mechanical seals,3.9%,0.03,"Tools, hardware and supplies(5)"
2023,84483950,parts of winding or reeling machines of heading 8445 or of their auxiliary machinery,3.7%,0.03,"Tools, hardware and supplies(5)"
2023,84813010,check valves of copper for pipes boiler shells tanks vats or the like,3%,0.03,"Tools, hardware and supplies(5)"
2023,43016030,raw furskins of silver black or platinum fox including mutations of these whole with or without head tail or paws,5.1%,0.05,Pets and pet products(4)
2023,90291040,taximeters,5.3%,0.05,transportation services
2023,84082020,compressionignition internalcombustion piston engines to be installed in vehicles of heading 87012 8702 8703 or 8704,2.5%,0.02,"Tools, hardware and supplies(5)"
2023,90021140,projection lenses mounted and parts and accessories therefor for cameras projectors or photographic enlargers or reducers,2.45%,0.02,photographic equipment and supplies
2023,84669375,other parts and accessories of metal working machine tools for cutting gears,5.8%,0.05,"Tools, hardware and supplies(5)"
2023,70132810,stemware othan of pressed and toughened glass othan lead crystal valued nover 030 each,28.5%,0.28,"Tools, hardware and supplies(5)"
2023,84518000,machinery for the handling of textile yarns fabrics or made up textile articles nesoi,3.5%,0.03,"Tools, hardware and supplies(5)"
2023,62041310,womens or girls suits not knitted or crocheted of synthetic fibers containing 36 percent or more of wool or fine animal hair,17%,0.17,womens apparel
2023,82071300,interchangeable tools for rock drilling or earth boring tools wworking part of cermets,3.6%,0.03,"Tools, hardware and supplies(5)"
2023,85471040,ceramic insulators to be used in the production of spark plugs for natural gas fueled stationary internalcombustion engines,3%,0.03,Utility (piped) gas service
2023,37025400,film for color photography in rolls exceeding 16 but not 35 mm in width of a length not exceeding 30 m other than for slides,3.7%,0.03,film and photographic supplies456
2023,90069900,parts and accessories for photographic flashlight apparatus and flashbulbs,3.9%,0.03,photographic equipment and supplies
2023,85159020,parts of electric welding machines and apparatus,1.6%,0.01,motor vehicle parts and equipment5
2023,84101300,hydraulic turbines and water wheels of a power exceeding 10000 kw,3.8%,0.03,"Tools, hardware and supplies(5)"
2023,70140030,glass lenses and filters other than optical elements and parts thereof for signaling purposes not optically worked,3.4%,0.03,eyeglasses and eye care49
2023,87033301,motor vehicles to transport persons wdiesel engines of a cylinder capacity  2 500cc,2.5%,0.02,Motor fuel
2023,63039220,curtains including drapes interior blinds and valances nesoi of synthetic fibers not knitted or crocheted,11.3%,0.11,window and floor coverings and other linens45
2023,87037000,motor vehicles to transport persons wdiesel engine  elec motor capable of charge by plug to external source,2.5%,0.02,Motor fuel
2023,70132820,stemware othan of pressed and toughened glass othan lead crystal valued o030 but nover 3 each,22.5%,0.22,"Tools, hardware and supplies(5)"
2023,82034030,pipe cutters bolt cutters perf punches  similar tools wcutting parts o02% cr mo or w or o01% v  base metal pts,6%,0.06,"Tools, hardware and supplies(5)"
2023,46021216,baskets and bags of rattan other than wickerwork,5%,0.05,household furnishings and supplies11
2023,63039100,curtains including drapes interior blinds and valances of cotton not knitted or crocheted,10.3%,0.1,window and floor coverings and other linens45
2023,82073060,interchangeable tools for pressing stamping or punching not suitable for cutting metal and base metal parts thereof,2.9%,0.02,"Tools, hardware and supplies(5)"
2023,82078030,interchangeable tools for turning wcutting part ov 02% by wt of cr mo or w or ov 01% by wt of v  base metal parts thereof,4.8%,0.04,"Tools, hardware and supplies(5)"
2023,70133330,drinking glasses nesoi of lead crystal valued o3 but nover 5 each,7.3%,0.07,other beverage materials including tea56
2023,69059000,ceramic chimney pots cowls chimney liners architectural ornaments and other construction goods,3.2%,0.03,Pets and pet products(4)
2023,92019000,keybd string musical instru othan welect sound or ampl pianos incl player pianos nesoi harpsichords  oth keybd string instr,3.5%,0.03,music instruments and accessories45
2023,84779065,hydraulic assemblies of machinery for working rubber or plastics or for the manufacture of products from these materials nesoi,3.1%,0.03,"Tools, hardware and supplies(5)"
2023,82055955,iron or steel handtools o than household othan caulking guns nesoi and base metal parts thereof,5.3%,0.05,"Tools, hardware and supplies(5)"
2023,91101200,incomplete watch movements assembled,9%,0.09,watches49
2023,84775100,machinery for molding or retreading pneumatic tires or for molding or otherwise forming inner tubes,3.1%,0.03,"Tools, hardware and supplies(5)"
2023,96180000,tailors dummies and other mannequins automatons and other animated displays used for shop window dressing,4.4%,0.04,apparel
2023,46021905,fishing baskets or creels made from vegetable materials,5%,0.05,recreation commodities11
2023,63025930,table linen of textile materials other than of cotton flax or manmade fibers not knitted or crocheted,8.8%,0.08,other linens5
2023,63022190,bed linen not knit or croc printed of cotton not cont any embroidery lace braid edging trimming piping or applique work not napped,6.7%,0.06,other linens45
2023,84779045,barrel screws of machinery for working rubber or plastics or for the manufacture of products from these materials nesoi,3.1%,0.03,"Tools, hardware and supplies(5)"
2023,84834080,ball or roller screws,3.8%,0.03,"Tools, hardware and supplies(5)"
2023,84682010,gasoperated machinery apparatus and appliances handdirected or controlled used for soldering brazing welding or tempering nesoi,3.9%,0.03,"Tools, hardware and supplies(5)"
2023,67029010,artificial flowersfoliagefruit  pts thereof articles of artif flowers etc all the foregoing of feathers,4.7%,0.04,indoor plants and flowers12
2023,84501900,household or laundrytype washing machines each of a dry linen capacity not exceeding 10 kg nesoi,1.8%,0.01,laundry equipment46
2023,95073080,parts and accessories for fishing reels,5.4%,0.05,vehicle parts and equipment other than tires46
2023,84144000,air compressors mounted on a wheeled chassis for towing,2.7%,0.02,"Tools, hardware and supplies(5)"
2023,84248200,agricultural or horticultural projecting or dispersing equipment including irrigation equipment,2.4%,0.02,outdoor equipment and supplies45
2023,62031930,mens or boys suits of artificial fibers nesoi not knitted or crocheted,14.9%,0.14,mens suits sport coats and outerwear
2023,84619060,machinetools for working by removing metal or cermets nesoi other than numerically controlled,4.4%,0.04,"Tools, hardware and supplies(5)"
2023,62031950,mens or boys suits of textile matsexcept wool cotton or mmf containing 70% or more by weight of silk or silk waste not knit or croch,3.8%,0.03,mens suits sport coats and outerwear
2023,85021100,electric generating sets with compressionignition internalcombustion piston engines of an output not exceeding 75 kva,2.5%,0.02,"Tools, hardware and supplies(5)"
2023,84619030,machinetools for working by removing metal or cermets nesoi numerically controlled,4.4%,0.04,"Tools, hardware and supplies(5)"
2023,84158101,air conditioning machines incorporating a refrigerating unit and valve for reversal of coolingheat cycle nesoi,1%,0.01,"Tools, hardware and supplies(5)"
2023,84172000,bakery ovens including biscuit ovens,3.5%,0.03,other bakery products
2023,87031050,golf carts and similar motor vehicles,2.5%,0.02,used cars and trucks
2023,63039900,curtains including drapesinterior blinds valances of textile materials other than of cotton or of synthetic fibersnot knittedcrocheted,11.3%,0.11,window and floor coverings and other linens45
2023,84081000,marine propulsion compressionignition internalcombustion piston engines,2.5%,0.02,"Tools, hardware and supplies(5)"
2023,84082090,compressionignition internalcombustion piston engines used for propulsion of vehicles of chapter 87 nesoi,2.5%,0.02,"Tools, hardware and supplies(5)"
2023,63022900,bed linen not knitted or crocheted printed of textile materials nesoi,4.5%,0.04,other linens56
2023,46021980,basketwork and other articles neosi of vegetables materials nesoi,2.3%,0.02,processed fruits and vegetables6
2023,64059020,disposable footwear nesoi designed for onetime use,3.8%,0.03,footwear
2023,82055130,iron or steel household handtools othan carving  butcher steels and base metal parts thereof,3.7%,0.03,"Tools, hardware and supplies(5)"
2023,84663080,special attachments for use solely or principally for machine tools of headings 8456 to 8465 nesoi,8%,0.08,"Tools, hardware and supplies(5)"
2023,84562050,machine tools operated by ultrasonic processes other than for working metal,2.4%,0.02,"Tools, hardware and supplies(5)"
2023,84563010,machine tools operated by electrodischarge processes for working metal,3.5%,0.03,"Tools, hardware and supplies(5)"
2023,63022130,bed linen not knitted or crocheted printed of cotton cont any embroidery lace braid edging trimming piping or applique work napped,11.9%,0.11,other linens45
2023,84385000,machinery for the preparation of meat or poultry nesoi,2.8%,0.02,"Tools, hardware and supplies(5)"
2023,70133740,drinking glasses nesoi othan of pressed and toughened glass othan lead crystal cut or engraved valued over 5 each,5%,0.05,"Tools, hardware and supplies(5)"
2023,62031210,mens or boys suits of synthetic fibers not knitted or crocheted containing 36 percent or more by weight of wool or fine animal hair,17.5%,0.17,mens suits sport coats and outerwear
2023,90039000,parts of frames and mountings for spectacles goggles or the like,2.5%,0.02,eyeglasses and eye care510
2023,92099480,parts  access nesoi for the musical instruments welect sound or ampl of heading 9207 nesoi,2.7%,0.02,music instruments and accessories45
2023,44209080,wood marquetry and inlaid wood wooden articles of furniture nesoi,3.2%,0.03,furniture and bedding
2023,67029065,artificial flowersfoliagefruit  pts thereof articles of artif flowers etc all the foregoing of materials othan plastfeathmmf,17%,0.17,indoor plants and flowers13
2023,42031040,articles of apparel of leather or of composition leather nesoi,6%,0.06,apparel
2023,87024031,motor vehicles welectric motor to transport 16 or more persons incl driver,2%,0.02,motor vehicle parts and equipment4
2023,64062000,outer soles and heels for footwear of rubber or plastics,2.7%,0.02,footwear
2023,70140010,glass lens blanks other than for spectacles not optically worked,4.1%,0.04,eyeglasses and eye care510
2023,63023130,bed linen not knitcroc not printed of cotton cont any embroidery lace braid edging trimming piping or applique work napped,11.9%,0.11,other linens45
2023,63022210,bed linen not knitted or crocheted printed of manmade fibers containing embroidery lace braid etc or applique work,14.9%,0.14,other linens45
2023,91101900,rough watch movements,9%,0.09,watches49
2023,92029060,string musical instruments othan guitars or instruments played with a bow othan welect sound or ampl,4.6%,0.04,music instruments and accessories45
2023,92060080,percussion musical instruments othan drums cymbals chimes peals or carillons nesoi eg xylophones castanets maracas,5.3%,0.05,music instruments and accessories45
2023,86061000,railway or tramway tank cars and the like not selfpropelled,14%,0.14,other intercity transportation
2023,84801000,molding boxes for metal foundry,3.8%,0.03,"Tools, hardware and supplies(5)"
2023,62031160,mens or boys suits of wool not knitted or crocheted nesoi of wool yarn with average fiber diameter of 185 micron or less,17.5%,0.17,mens suits sport coats and outerwear
2023,84671110,tools for working in the hand pneumatic rotary type suitable for metal working,4.5%,0.04,"Tools, hardware and supplies(5)"
2023,84384000,brewery machinery nesoi,2.3%,0.02,"Tools, hardware and supplies(5)"
2023,70133720,drinking glasses nesoi othan of pressed and toughened glass othan lead crystal valued o030 but nover 3 each,22.5%,0.22,"Tools, hardware and supplies(5)"
2023,84564090,machine tools operated by plasma arc process other than for working metal,2.2%,0.02,"Tools, hardware and supplies(5)"
2023,86039000,selfpropelled railway or tramway coaches vans and trucks othan those of 8604 othan powered from an external source of electricity,5%,0.05,Electricity
2023,76130000,aluminum containers for compressed or liquefied gas,5%,0.05,"Tools, hardware and supplies(5)"
2023,84659200,planing milling or molding by cutting machines for working wood cork bone hard rubber hard plastics or similar hard materials,3%,0.03,"Tools, hardware and supplies(5)"
2023,84484910,shuttles for weaving machines looms,3.7%,0.03,sewing machines fabric and supplies56
2023,84490010,finishing machinery for felt or nonwovens and parts thereof,2.6%,0.02,"Tools, hardware and supplies(5)"
2023,84148090,air or gas pumps compressors and fans nesoi,3.7%,0.03,"Tools, hardware and supplies(5)"
2023,84431600,flexographic printing machinery,2.2%,0.02,"Tools, hardware and supplies(5)"
2023,70139950,glassware for toiletofficeindoor decor or similar purposes nesoi valued over 030 but nover 3 each,30%,0.3,dishes and flatware56
2023,85163200,electrothermic hairdressing apparatus other than hair dryers,3.9%,0.03,hair dental shaving and miscellaneous personal care products45
2023,90200060,breathing appliances nesoi  gas masks excl protective masks having neither mechanical partsreplaceable filters parts accessories of,2.5%,0.02,"Tools, hardware and supplies(5)"
2023,92099440,collapsible musical instrument stands for the instruments welect sound or ampl of heading 9207,5.7%,0.05,music instruments and accessories45
2023,84813020,check valves of iron or steel for pipes boiler shells tanks vats or the like,5%,0.05,"Tools, hardware and supplies(5)"
2023,61031070,mens or boys suits of tex matsex wool cotton or mmf containing 70%  or more by weight of silk or silk waste knitted or crocheted,0.9%,0.009,mens suits sport coats and outerwear
2023,63031911,curtains including drapes interior blinds and valances of cotton knitted or crocheted,10.3%,0.1,window and floor coverings and other linens45
2023,43031000,articles of apparel and clothing accessories of furskins,4%,0.04,apparel
2023,73239990,iron oth caststeel oth tinplate or stainless table kitchen oth cooking or ohousehold arts  part ncoatedplated wprecmetal,3.4%,0.03,dishes and flatware45
2023,63079075,toys for pets of textile materials,4.3%,0.04,toys
2023,84609080,other machine tools for deburring polishing or otherwise finishing metal or cermets nesoi other than numerically controlled,4.4%,0.04,"Tools, hardware and supplies(5)"
2023,90072040,cinematographic projectors for film of less than 16 mm nesoi,4.9%,0.04,film and photographic supplies567
2023,96151140,hair slides and the like of hard rubber or plastics not set with imitation pearls or imitation gemstones,5.3%,0.05,hair dental shaving and miscellaneous personal care products56
2023,95065980,rackets for games othan for lawntennis or badminton and parts  accessories thereof,4%,0.04,sports equipment
2023,87033101,motor vehicles to transport persons wdiesel engines of a cylinder capacity  1 500cc,2.5%,0.02,Motor fuel
2023,92060020,percussion musical instruments othan welect sound or ampl drums,4.8%,0.04,music instruments and accessories45
2023,85394100,arc lamps,2.6%,0.02,clocks lamps and decorator items5
2023,87021061,motor vehicles wdiesel engine to transport 10 to 15 persons incl driver,2%,0.02,Motor fuel
2023,92099280,parts  access nesoi for stringed musical instruments of heading 9202,4.6%,0.04,music instruments and accessories56
2023,96159040,hair accessories and pts thereof and pts of combs hair slides etc nesoi of rubber or plastics nset wimit pearls or imit gemstones,5.3%,0.05,hair dental shaving and miscellaneous personal care products45
2023,96020040,wax molded or carved articles,1.8%,0.01,"Tools, hardware and supplies(5)"
2023,76110000,aluminum reservoirs tanks vats  like containers for any material othan compressed or liq gas wcapacity o300 l not fitted w,2.6%,0.02,"Tools, hardware and supplies(5)"
2023,93040020,rifles that eject missiles by release of compressed air or gas or by the release of a spring mechanism or rubber held under tension,3.9%,0.03,"Tools, hardware and supplies(5)"
2023,94049020,pillows cushions and similar furnishings other than of cotton,6%,0.06,furniture and bedding
2023,92021000,string musical instruments othan welect sound or ampl played with a bow,3.2%,0.03,music instruments and accessories45
2023,84803000,molding patterns,2.8%,0.02,"Tools, hardware and supplies(5)"
2023,90072080,cinematographic projectors for film of 16 mm or greater nesoi,3.5%,0.03,film and photographic supplies567
2023,91012970,strapsbandsbracelets of tex mat or base metal whether or not gold or silverplated entered with wrist watches of subheading 91012990,3.1%,0.03,jewelry and watches9
2023,85099045,parts of electromechanical domestic appliances nesoi housings,4.2%,0.04,"Tools, hardware and supplies(5)"
2023,82042000,socket wrenches with or without handles drives and extensions and base metal parts thereof,9%,0.09,tools hardware and supplies56
2023,82051000,drilling threading or tapping tools and base metal parts thereof,6.2%,0.06,"Tools, hardware and supplies(5)"
2023,70133350,drinking glasses nesoi of lead crystal valued over 5 each,3%,0.03,other beverage materials including tea45
2023,84561290,machine tools operated by light or photon beam processes nesoi,2.4%,0.02,"Tools, hardware and supplies(5)"
2023,92059014,keyboard musical instruments othan welect sound or ampl harmoniums and similar keyboard instruments with free metal reeds,2.7%,0.02,music instruments and accessories45
2023,87039001,motor vehicles to transport persons nesoi,2.5%,0.02,other intercity transportation
2023,69091140,porcelain or china ceramic wares for laboratory chemical or other technical uses other than machinery parts nesoi,4.5%,0.04,"Tools, hardware and supplies(5)"
2023,73218210,iron or steel portable nonelectric domestic grates  warming appliances othan cookingplate warmers for liquid fuels,2.9%,0.02,nonelectric cookware and tableware45
2023,87071000,bodies including cabs for mtr vehicles for transport of persons of heading 8703,2.5%,0.02,motor vehicle body work4
2023,82100000,handoperated mechanical appliances weighing 10 kg or less used in preparation conditioning serving food or drink  base metal pts,3.7%,0.03,"Tools, hardware and supplies(5)"
2023,91012130,straps bands or bracelets nesoi entered with wrist watches of subheading 91012150 and classifiable therewith,3.1%,0.03,jewelry and watches9
2023,84663010,dividing heads for use solely or principally for machine tools of headings 8456 to 8465,3.7%,0.03,"Tools, hardware and supplies(5)"
2023,84151060,window or wall type air conditioning machines splitsystem incorporating a refrigerating unit  valve for reversal of coolingheat cycle,1%,0.01,"Tools, hardware and supplies(5)"
2023,84238990,weighing machinery with maximum capacity exceeding 5000 kg not using electronic means for gauging nesoi,2.9%,0.02,"Tools, hardware and supplies(5)"
2023,82032080,base metal parts of pliers including cutting pliers pincers tweezers and similar tools,4.5%,0.04,"Tools, hardware and supplies(5)"
2023,70139940,glassware for toiletofficeindoor decor or similar purposes nesoi valued nover 030 each,38%,0.38,dishes and flatware56
2023,70132805,stemware of pressed and toughened specially tempered glass othan lead crystal,12.5%,0.12,"Tools, hardware and supplies(5)"
2023,84811000,pressurereducing valves for pipes boiler shells tanks vats or the like,2%,0.02,"Tools, hardware and supplies(5)"
2023,84501200,household or laundrytype washing machines each of a dry linen capacity not exceeding 10 kg with builtin centrifugal driers nesoi,2.6%,0.02,laundry equipment46
2023,84795000,industrial robots not elsewhere specified or included,2.5%,0.02,"Tools, hardware and supplies(5)"
2023,70133310,drinking glasses nesoi of lead crystal valued nover 1 each,15%,0.15,other beverage materials including tea56
2023,87029031,motor vehicles nesoi to transport 16 or more persons incl driver,2%,0.02,intracity transportation4
2023,84248990,other mechanical appliances for projecting dispersing or spraying liquids or powders nesoi,1.8%,0.01,"Tools, hardware and supplies(5)"
2023,82075080,interchangeable tools othan for handtools for drilling othan rock drilling nesoi not suitable for cutting metal  base metal parts,2.9%,0.02,"Tools, hardware and supplies(5)"
2023,70132840,stemware othan of pressed and toughened glass othan lead crystal cut or engraved valued over 5 each,5%,0.05,"Tools, hardware and supplies(5)"
2023,82014060,axes bill hooks and similar hewing tools othan machetes and base metal parts thereof,6.2%,0.06,"Tools, hardware and supplies(5)"
2023,91119070,parts of watch cases other than bezels backs and centers not of precious metal or of metal clad with precious metal,6.4%,0.06,jewelry and watches9
2023,70139980,glassware for toiletofficeindoor decor or similar purposes nesoi ncut or engraved valued over 3 but nover 5 each,11.3%,0.11,dishes and flatware56
2023,84689010,parts of handdirected or controlled machinery apparatus and appliances used for soldering brazing welding or tempering,2.9%,0.02,"Tools, hardware and supplies(5)"
2023,84813090,check valves other than of copper or iron or steel for pipes boiler shells tanks vats or the like,3%,0.03,"Tools, hardware and supplies(5)"
2023,95064000,articles and equipment for tabletennis and parts  accessories thereof,5.1%,0.05,vehicle parts and equipment other than tires46
2023,84818010,taps cocks valves  similar appliances for pipes boiler shells tanks vats or the like hand operated of copper nesoi,4%,0.04,"Tools, hardware and supplies(5)"
2023,84818050,taps cocks valves  similar appliances for pipes boiler shells tanks vats or the like hand operated not copper iron or steel nesoi,3%,0.03,"Tools, hardware and supplies(5)"
2023,92029040,string musical instruments othan welect sound or ampl guitars valued over 100 each excluding the value of the case,8.7%,0.08,music instruments and accessories45
2023,96050000,travel sets for personal toilet sewing shoe or clothes cleaning othan manicure and pedicure sets of 8214,8.1%,0.08,sewing machines fabric and supplies45
2023,90069100,parts and accessories for photographic cameras not cinematographic,5.8%,0.05,film and photographic supplies456
2023,84812000,valves for oleohydraulic or pneumatic transmissions,2%,0.02,"Tools, hardware and supplies(5)"
2023,84669465,other specified parts and accessories for machines of heading 8462 or 8463 nesoi,4.7%,0.04,motor vehicle parts and equipment5
2023,84649001,machine tools for working stone ceramics concrete asbestoscement or like mineral materials or for cold working glass nesoi,2%,0.02,"Tools, hardware and supplies(5)"
2023,95079080,line fishing tackle nesoi decoy birds  similar hunting or shooting equip and parts  access thereof,9%,0.09,Pets and pet products(4)
2023,84509020,tub and tub assemblies for household or laundrytype washing machines,2.6%,0.02,laundry equipment46
2023,64041915,ftwear wouter soles rubberplastic  uppers textile nesoi wext surf of uppers  50% leather,10.5%,0.1,footwear
2023,6029030,live herbaceous perennials other than orchid plants with soil attached to roots,1.4%,0.01,Pets and pet products(4)
2023,90229015,radiation beam delivery units,1.4%,0.01,Pets and pet products(4)
2023,87079050,bodies including cabs for mtr vehicles othan tract for agri use of headings 87018705 except 8703,4%,0.04,motor vehicle parts and equipment4
2023,90013000,contact lenses,2%,0.02,eyeglasses and eye care49
2023,64029105,footwear wouter soles of rubber or plastics othan sportscovers ankle wmetal toecapwext surf uppers o90% rubber or plastics,6%,0.06,footwear
2023,64052030,footwear nesoi wouter soles of other than rubberplasticsleathercompleather  uppers of vegetable fibers nesoi,7.5%,0.07,footwear
2023,84484200,reeds for looms healds and healdframes of weaving machines looms or their auxiliary machinery,3.7%,0.03,"Tools, hardware and supplies(5)"
2023,84651000,machines for working certain hard materials which can carry out different types of machining operations wo tool change between operations,2.4%,0.02,"Tools, hardware and supplies(5)"
2023,95067040,ice skates wfootwear permanently attached,2.9%,0.02,footwear
2023,64029941,footwear nesoi wouter soles  uppers of rubber or plastic open toe or heel or slipon tex outersole,12.5%,0.12,footwear
2023,64041159,sports ftwear wouter soles rubberplastic uppers textile val 3pair subj note 5 ch 64,48%,0.48,footwear
2023,87168050,vehicles not mechanically propelled nesoi,3.2%,0.03,"Tools, hardware and supplies(5)"
2023,96159060,hair accessories and pts thereof and pts of combs hair slides etc nesoi,11%,0.11,hair dental shaving and miscellaneous personal care products45
2023,70132830,stemware othan of pressed and toughened glass othan lead crystal cut or engraved valued o3 but nover 5 each,11.3%,0.11,"Tools, hardware and supplies(5)"
2023,85167100,electrothermic coffee or tea makers for domestic purposes,3.7%,0.03,beverage materials including coffee and tea6
2023,91012980,straps bands or bracelets nesoi entered with wrist watches of subheading 91012990 and classifiable therewith,3.1%,0.03,jewelry and watches9
2023,95069912,badminton articles and equipment othan rackets and cotton nets and parts  accessories thereof,5.6%,0.05,sports equipment
2023,84671910,tools for working in the hand pneumatic other than rotary type suitable for metal working,4.5%,0.04,"Tools, hardware and supplies(5)"
2023,85021200,electric generating sets with compressionignition internalcombustion piston engines of an output exceeding 75 kva but not over 375 kva,2.5%,0.02,"Tools, hardware and supplies(5)"
2023,20084000,pears otherwise prepared or preserved nesoi,15.3%,0.15,fresh fruits
2023,82055175,base metal nesoi household handtools and base metal parts thereof,3.7%,0.03,"Tools, hardware and supplies(5)"
2023,95071000,fishing rods and parts  accessories thereof,6%,0.06,sports equipment
2023,92081000,music boxes,3.2%,0.03,music instruments and accessories45
2023,84509040,furniture designed to receive household or laundrytype washing machines,2.6%,0.02,laundry equipment46
2023,64039940,footwear wouter soles of rubberplasticscomp leather  uppers of leather ncov ankle welt nesoi,5%,0.05,footwear
2023,84561190,machine tools operated by laser nesoi,2.4%,0.02,"Tools, hardware and supplies(5)"
2023,84662010,work holders for machine tools used in cutting gears,4.6%,0.04,"Tools, hardware and supplies(5)"
2023,64029904,footwear not cov ankle wouter soles of rubber or plastics nesoi wmetal toecap wext surf uppers o90% rubber or plastics,6%,0.06,footwear
2023,90014000,spectacle lenses of glass unmounted,2%,0.02,eyeglasses and eye care510
2023,64059090,footwear nesoi wouter soles and uppers othan leather or comp leather not disposible,12.5%,0.12,apparel less footwear
2023,64029912,footwear not cov ankle wouter soles  uppers of rubber or plastics nesoi wmetal toecap not protective valued no 3pair,24%,0.24,footwear
2023,18062022,chocolate ov 2kg cont milk solids not in blocks 45 kg or more subj to gen note 15 of the hts,5%,0.05,Dairy and related products
2023,64019290,waterproof footwear not mechanically asmbld wouter soles and upper of rubber or plastics nesoi covering ankle but not knee,37.5%,0.37,"Tools, hardware and supplies(5)"
2023,41021030,raw skins of sheep or lamb not excluded by note 1c to chapter 41 with wool on pretanned other than vegetable but not further prepared,2%,0.02,lamb and organ meats57
2023,84221100,dishwashing machines of the household type,2.4%,0.02,household cleaning products45
2023,85131040,portable electric lamps designed to function by their own source of energy other than flashlights,3.5%,0.03,electricity
2023,92029020,string musical instruments othan welect sound or ampl guitars valued not over 100 each excluding the value of the case,4.5%,0.04,music instruments and accessories45
2023,92051000,wind musical instruments othan welect sound or ampl brasswind instruments,2.9%,0.02,music instruments and accessories45
2023,84196010,machinery for liquefying air or gas containing brazed aluminum platefin heat exchangers,4.2%,0.04,"Tools, hardware and supplies(5)"
2023,95069955,swimming pools and wading pools and parts  accessories thereof,5.3%,0.05,mens underwear nightwear swimwear and accessories4
2023,96039080,brooms  brushes nesoi mops handoperated mechanical floor sweepers squeegees and similar articles nesoi,2.8%,0.02,"Tools, hardware and supplies(5)"
2023,64029925,footwear wouter soles  uppers of rubber or plastics nesoi ncov ankle wext surf uppers o90% rubberplastics wbase of cork,12.5%,0.12,footwear
2023,42029250,musical instrument cases with outer surface of plastic sheeting or of textile materials,4.2%,0.04,music instruments and accessories45
2023,87021031,motor vehicles wdiesel engine to transport 16 or more persons incl driver,2%,0.02,Motor fuel
2023,85099025,parts of electromechanical domestic floor polishers housings,3.4%,0.03,"Tools, hardware and supplies(5)"
2023,84603900,sharpening tool or cutter grinding machines for working metal or cermets other than numerically controlled,4.4%,0.04,"Tools, hardware and supplies(5)"
2023,84672100,electromechanical drills of all kinds for working in the hand with selfcontained electric motor,1.7%,0.01,"Tools, hardware and supplies(5)"
2023,94055020,nonelectrical incandescent lamps designed to be operated by propane or other gas or by compressed air and kerosene or gasoline,2.9%,0.02,"Tools, hardware and supplies(5)"
2023,92059018,accordions othan piano accordions and similar instruments othan welect sound or ampl,2.6%,0.02,music instruments and accessories45
2023,91012110,strapsbandsbracelets of tex mat or base metal whether or not gold or silverplated entered with wrist watches of subheading 91012150,3.1%,0.03,jewelry and watches9
2023,64035960,footwear wouter soles and uppers of leather not cov ankle nwelt for men youths and boys,8.5%,0.08,boys and girls footwear
2023,64035915,turn or turned footwear wouter soles and uppers of leather not covering the ankle,2.5%,0.02,footwear
2023,92099220,mutes collapsible musical instru stands  music holders for attachment to instru all the foregoing for stringed music instru of 9202,3.9%,0.03,music instruments and accessories45
2023,95065940,badminton rackets and parts and accessories thereof,5.6%,0.05,sports equipment
2023,70134210,glassware for table or kitchen purposes othan drinking glasses of pressed and toughened low coefficient of heat expansion glass,12.5%,0.12,"Tools, hardware and supplies(5)"
2023,70139960,glassware for toiletofficeindoor decor or similar purposes nesoi cut or engraved valued over 3 but nover 5 each,15%,0.15,dishes and flatware56
2023,64029921,footwear not cov ankle wouter soles  uppers of rubber or plastics nesoi wmetal toecap not protective valued over 12pair,20%,0.2,footwear
2023,28112100,carbon dioxide,3.7%,0.03,carbonated drinks
2023,84818090,taps cocks valves  similar appliances for pipes boiler shells tanks vats or the like other than hand operated nesoi,2%,0.02,"Tools, hardware and supplies(5)"
2023,64039975,footwear wouter soles of rubberplasticscomp leather  uppers of leather ncov ankle for womenchildinfants valno 250pr,7%,0.07,footwear
2023,64039960,footwear wouter soles of rubberplasticscomp leather  uppers of leather ncov ankle nwelt for men youths and boys nesoi,8.5%,0.08,footwear
2023,64041957,ftwear woutr sole rubplastleather  upp not veg fiber textile nesoi not sports val 3pr not subj note 5 ch 64,12.5%,0.12,footwear
2023,4069005,bryndza cheese not grated or powdered not processed,7.2%,0.07,Dairy and related products
2023,2013080,bovine meat cuts boneless fresh or chld not descr in gen note 15 or add us note 3 to ch 2,26.4%,0.26,"Meats, poultry, and fish"
2023,2022080,bovine meat cuts wbone in frozen not descr in gen note 15 or add us note 3 to ch 2,26.4%,0.26,"Meats, poultry, and fish"
2023,64041959,ftwear woutr sole rubplastleather  upp textile nesoi not sports val  3pr subj note 5 ch 64,48%,0.48,footwear
2023,41022930,raw sheep or lamb skins not excluded by note 1c to chapter 41 without wool on pretanned other than vegetable but not further prepared,2%,0.02,lamb and organ meats57
2023,41012050,whole bovine hideskin not buffalo no 8 kg dried 10 kg dry salted or 16 kg freshotherwise preserved ov 26 m2 not vegetable pretann,3.3%,0.03,other processed fruits and vegetables including dried6
